,English,Indonesian,ParseTree,Num_PPs,Complexity
143,I like grapes.,CC-BY 2.0 (France) Attribution: tatoeba.org #6890573 (CK) & #11329657 (Pacific),(S (NP (PRP I)) (VP (VBP like) (NP (NNS grapes))) (. .)),1,simple
144,I like grapes.,CC-BY 2.0 (France) Attribution: tatoeba.org #6890573 (CK) & #11578874 (Pacific),(S (NP (PRP I)) (VP (VBP like) (NP (NNS grapes))) (. .)),1,simple
145,I like shrimp.,CC-BY 2.0 (France) Attribution: tatoeba.org #12406076 (ddnktr) & #12421008 (Pacific),(S (NP (PRP I)) (VP (VBP like) (NP (NN shrimp))) (. .)),1,simple
146,I like yellow.,CC-BY 2.0 (France) Attribution: tatoeba.org #4650860 (CK) & #11281901 (Pacific),(S (NP (PRP I)) (VP (VBP like) (NP (JJ yellow))) (. .)),1,simple
147,I looked away.,CC-BY 2.0 (France) Attribution: tatoeba.org #2245951 (CK) & #3893166 (Bilmanda),(S (NP (PRP I)) (VP (VBD looked) (ADVP (RB away))) (. .)),1,simple
148,I need a lamp.,CC-BY 2.0 (France) Attribution: tatoeba.org #2631910 (Joseph) & #11228527 (Pi31415i),(S (NP (PRP I)) (VP (VBP need) (NP (DT a) (NN lamp))) (. .)),1,simple
149,I need to eat.,CC-BY 2.0 (France) Attribution: tatoeba.org #5840393 (CK) & #11543224 (HAGNi),(S (NP (PRP I)) (VP (VBP need) (S (VP (TO to) (VP (VB eat))))) (. .)),1,simple
150,I want to die.,CC-BY 2.0 (France) Attribution: tatoeba.org #2011280 (CK) & #5029652 (Bilmanda),(S (NP (PRP I)) (VP (VBP want) (S (VP (TO to) (VP (VB die))))) (. .)),1,simple
151,I was a rebel.,CC-BY 2.0 (France) Attribution: tatoeba.org #11927132 (CK) & #11927136 (Pacific),(S (NP (PRP I)) (VP (VBD was) (NP (DT a) (NN rebel))) (. .)),1,simple
152,I went inside.,CC-BY 2.0 (France) Attribution: tatoeba.org #2756686 (Hybrid) & #4031588 (Bilmanda),(S (NP (PRP I)) (VP (VBD went) (ADVP (RB inside))) (. .)),1,simple
153,I'm a teacher.,CC-BY 2.0 (France) Attribution: tatoeba.org #256929 (CK) & #12297723 (HAGNi),(S (NP (PRP I)) (VP (VBP 'm) (NP (DT a) (NN teacher))) (. .)),1,simple
154,I'm on a diet.,CC-BY 2.0 (France) Attribution: tatoeba.org #241675 (CK) & #4323201 (Bilmanda),(S (NP (PRP I)) (VP (VBP 'm) (PP (IN on) (NP (DT a) (NN diet)))) (. .)),2,simple
155,Is that a cat?,CC-BY 2.0 (France) Attribution: tatoeba.org #67092 (CK) & #11239613 (Pi31415i),(SQ (VBZ Is) (NP (DT that)) (NP (DT a) (NN cat)) (. ?)),1,simple
156,Is that right?,CC-BY 2.0 (France) Attribution: tatoeba.org #2248494 (CK) & #4708591 (Bilmanda),(SQ (VBZ Is) (NP (DT that)) (ADJP (JJ right)) (. ?)),1,simple
157,It was a hoax.,CC-BY 2.0 (France) Attribution: tatoeba.org #2549699 (CK) & #4267244 (Bilmanda),(S (NP (PRP It)) (VP (VBD was) (NP (DT a) (NN hoax))) (. .)),1,simple
158,It's a secret.,CC-BY 2.0 (France) Attribution: tatoeba.org #433821 (CK) & #8872679 (HAGNi),(S (NP (PRP It)) (VP (VBZ 's) (NP (DT a) (NN secret))) (. .)),1,simple
159,It's for sale.,CC-BY 2.0 (France) Attribution: tatoeba.org #2249078 (CK) & #4766868 (Bilmanda),(S (NP (PRP It)) (VP (VBZ 's) (PP (IN for) (NP (NN sale)))) (. .)),1,simple
160,It's for sale.,CC-BY 2.0 (France) Attribution: tatoeba.org #2249078 (CK) & #4766871 (Bilmanda),(S (NP (PRP It)) (VP (VBZ 's) (PP (IN for) (NP (NN sale)))) (. .)),1,simple
161,Let go of Tom.,CC-BY 2.0 (France) Attribution: tatoeba.org #2262220 (CK) & #7277841 (purichan),(S (VP (VB Let) (VP (VB go) (PP (IN of) (NP (NNP Tom))))) (. .)),1,simple
162,Let go of Tom.,CC-BY 2.0 (France) Attribution: tatoeba.org #2262220 (CK) & #7836383 (Bilmanda),(S (VP (VB Let) (VP (VB go) (PP (IN of) (NP (NNP Tom))))) (. .)),1,simple
163,Let's go back.,CC-BY 2.0 (France) Attribution: tatoeba.org #2007917 (CK) & #5212129 (Bilmanda),(S (VP (VB Let) (S (NP (PRP 's)) (VP (VB go) (ADVP (RB back))))) (. .)),1,simple
164,Look in there.,CC-BY 2.0 (France) Attribution: tatoeba.org #2249555 (CK) & #11296922 (HAGNi),(S (VP (VB Look) (ADVP (RP in)) (RB there)) (. .)),1,simple
165,She just left.,CC-BY 2.0 (France) Attribution: tatoeba.org #587663 (sacredceltic) & #11475029 (Pacific),(S (NP (PRP She)) (ADVP (RB just)) (VP (VBD left)) (. .)),1,simple
166,Show it to me.,CC-BY 2.0 (France) Attribution: tatoeba.org #1356990 (sacredceltic) & #4715429 (Bilmanda),(S (VP (VB Show) (NP (PRP it)) (PP (IN to) (NP (PRP me)))) (. .)),1,simple
167,Show it to me.,CC-BY 2.0 (France) Attribution: tatoeba.org #1356990 (sacredceltic) & #4715437 (Bilmanda),(S (VP (VB Show) (NP (PRP it)) (PP (IN to) (NP (PRP me)))) (. .)),1,simple
168,Take him away.,CC-BY 2.0 (France) Attribution: tatoeba.org #783381 (CS) & #10707421 (HAGNi),(S (VP (VB Take) (NP (PRP him)) (ADVP (RB away))) (. .)),1,simple
169,That's a joke.,CC-BY 2.0 (France) Attribution: tatoeba.org #1897777 (CK) & #7846593 (Bilmanda),(S (NP (DT That)) (VP (VBZ 's) (NP (DT a) (NN joke))) (. .)),1,simple
170,This is a pen.,CC-BY 2.0 (France) Attribution: tatoeba.org #55842 (CK) & #3362964 (dbahasa),(S (NP (DT This)) (VP (VBZ is) (NP (DT a) (NN pen))) (. .)),1,simple
171,This is a pen.,CC-BY 2.0 (France) Attribution: tatoeba.org #55842 (CK) & #11897977 (Pacific),(S (NP (DT This)) (VP (VBZ is) (NP (DT a) (NN pen))) (. .)),1,simple
172,Wait a moment.,CC-BY 2.0 (France) Attribution: tatoeba.org #410597 (CK) & #3959505 (Bilmanda),(S (VP (VB Wait) (NP (DT a) (NN moment))) (. .)),1,simple
173,We were right.,CC-BY 2.0 (France) Attribution: tatoeba.org #1111619 (Scott) & #11453778 (Pacific),(S (NP (PRP We)) (VP (VBD were) (ADJP (JJ right))) (. .)),1,simple
174,You all right?,CC-BY 2.0 (France) Attribution: tatoeba.org #29868 (CM) & #5177574 (Bilmanda),(FRAG (NP (PRP You)) (DT all) (ADJP (JJ right)) (. ?)),1,simple
175,Allow me to go.,CC-BY 2.0 (France) Attribution: tatoeba.org #433651 (CK) & #11228521 (Pi31415i),(S (VP (VB Allow) (S (NP (PRP me)) (VP (TO to) (VP (VB go))))) (. .)),1,simple
176,Bring a friend.,CC-BY 2.0 (France) Attribution: tatoeba.org #11959325 (ddnktr) & #11959387 (Pacific),(S (VP (VB Bring) (NP (DT a) (NN friend))) (. .)),1,simple
177,Close the door.,CC-BY 2.0 (France) Attribution: tatoeba.org #405379 (brauliobezerra) & #11388032 (Pacific),(S (VP (VB Close) (NP (DT the) (NN door))) (. .)),1,simple
178,Come back home.,CC-BY 2.0 (France) Attribution: tatoeba.org #969297 (sacredceltic) & #2789233 (deel),(S (VP (VB Come) (ADVP (RB back)) (RB home)) (. .)),1,simple
179,Come back home.,CC-BY 2.0 (France) Attribution: tatoeba.org #969297 (sacredceltic) & #11578879 (Pacific),(S (VP (VB Come) (ADVP (RB back)) (RB home)) (. .)),1,simple
180,Come back home.,CC-BY 2.0 (France) Attribution: tatoeba.org #969297 (sacredceltic) & #11578880 (Pacific),(S (VP (VB Come) (ADVP (RB back)) (RB home)) (. .)),1,simple
181,Come back soon.,CC-BY 2.0 (France) Attribution: tatoeba.org #52118 (brauliobezerra) & #3864944 (orion17),(S (VP (VB Come) (ADVP (RB back)) (ADVP (RB soon))) (. .)),1,simple
182,Come over here.,CC-BY 2.0 (France) Attribution: tatoeba.org #1103007 (jamessilver) & #3864928 (orion17),(S (VP (VB Come) (ADVP (RB over) (RB here))) (. .)),1,simple
183,Do you like it?,CC-BY 2.0 (France) Attribution: tatoeba.org #433500 (CK) & #4924446 (ciscas),(SQ (VBP Do) (NP (PRP you)) (VP (VB like) (NP (PRP it))) (. ?)),1,simple
184,Do you like it?,CC-BY 2.0 (France) Attribution: tatoeba.org #433500 (CK) & #4924453 (ciscas),(SQ (VBP Do) (NP (PRP you)) (VP (VB like) (NP (PRP it))) (. ?)),1,simple
185,Do you like me?,CC-BY 2.0 (France) Attribution: tatoeba.org #3123307 (CK) & #12093742 (HAGNi),(SQ (VBP Do) (NP (PRP you)) (VP (VB like) (NP (PRP me))) (. ?)),1,simple
186,Get out of bed!,CC-BY 2.0 (France) Attribution: tatoeba.org #33985 (CK) & #3864895 (orion17),(S (VP (VB Get) (PP (IN out) (PP (IN of) (NP (NN bed))))) (. !)),2,simple
187,Get out of bed!,CC-BY 2.0 (France) Attribution: tatoeba.org #33985 (CK) & #4689860 (Bilmanda),(S (VP (VB Get) (PP (IN out) (PP (IN of) (NP (NN bed))))) (. !)),2,simple
188,Get out of bed.,CC-BY 2.0 (France) Attribution: tatoeba.org #1985575 (Spamster) & #4689873 (Bilmanda),(S (VP (VB Get) (PP (IN out) (PP (IN of) (NP (NN bed))))) (. .)),2,simple
189,Give it to Tom.,CC-BY 2.0 (France) Attribution: tatoeba.org #2261869 (CK) & #10645521 (HAGNi),(S (VP (VB Give) (NP (PRP it)) (PP (IN to) (NP (NNP Tom)))) (. .)),1,simple
190,Give it to her.,CC-BY 2.0 (France) Attribution: tatoeba.org #630617 (CK) & #7021457 (purichan),(S (VP (VB Give) (NP (PRP it)) (PP (IN to) (NP (PRP her)))) (. .)),1,simple
191,Give it to her.,CC-BY 2.0 (France) Attribution: tatoeba.org #630617 (CK) & #12198248 (Pacific),(S (VP (VB Give) (NP (PRP it)) (PP (IN to) (NP (PRP her)))) (. .)),1,simple
192,Give it to him.,CC-BY 2.0 (France) Attribution: tatoeba.org #630614 (CK) & #7021457 (purichan),(S (VP (VB Give) (NP (PRP it)) (PP (IN to) (NP (PRP him)))) (. .)),1,simple
193,Give it to him.,CC-BY 2.0 (France) Attribution: tatoeba.org #630614 (CK) & #12198248 (Pacific),(S (VP (VB Give) (NP (PRP it)) (PP (IN to) (NP (PRP him)))) (. .)),1,simple
194,He came by bus.,CC-BY 2.0 (France) Attribution: tatoeba.org #35399 (CK) & #5230955 (Bilmanda),(S (NP (PRP He)) (VP (VBD came) (PP (IN by) (NP (NN bus)))) (. .)),1,simple
195,He is a doctor.,CC-BY 2.0 (France) Attribution: tatoeba.org #293611 (CK) & #7061854 (purichan),(S (NP (PRP He)) (VP (VBZ is) (NP (DT a) (NN doctor))) (. .)),1,simple
196,He keeps a cat.,CC-BY 2.0 (France) Attribution: tatoeba.org #302300 (CK) & #11062724 (HAGNi),(S (NP (PRP He)) (VP (VBZ keeps) (NP (DT a) (NN cat))) (. .)),1,simple
197,He's a student.,CC-BY 2.0 (France) Attribution: tatoeba.org #5901913 (OsoHombre) & #7846447 (Bilmanda),(S (NP (PRP He)) (VP (VBZ 's) (NP (DT a) (NN student))) (. .)),1,simple
198,I am a student.,CC-BY 2.0 (France) Attribution: tatoeba.org #252287 (CK) & #3934267 (Bilmanda),(S (NP (PRP I)) (VP (VBP am) (NP (DT a) (NN student))) (. .)),1,simple
199,I am a teacher.,CC-BY 2.0 (France) Attribution: tatoeba.org #259069 (CK) & #12297723 (HAGNi),(S (NP (PRP I)) (VP (VBP am) (NP (DT a) (NN teacher))) (. .)),1,simple
200,I gave it back.,CC-BY 2.0 (France) Attribution: tatoeba.org #2329335 (CK) & #4739285 (Bilmanda),(S (NP (PRP I)) (VP (VBD gave) (NP (PRP it)) (ADVP (RB back))) (. .)),1,simple
201,I go to school.,CC-BY 2.0 (France) Attribution: tatoeba.org #472089 (tamsanh) & #3293790 (orion17),(S (NP (PRP I)) (VP (VBP go) (PP (IN to) (NP (NN school)))) (. .)),1,simple
202,I have a fever.,CC-BY 2.0 (France) Attribution: tatoeba.org #282102 (CK) & #5865088 (Bilmanda),(S (NP (PRP I)) (VP (VBP have) (NP (DT a) (NN fever))) (. .)),1,simple
203,I have a house.,CC-BY 2.0 (France) Attribution: tatoeba.org #773390 (marloncori) & #2760758 (Bilmanda),(S (NP (PRP I)) (VP (VBP have) (NP (DT a) (NN house))) (. .)),1,simple
204,I have to help.,CC-BY 2.0 (France) Attribution: tatoeba.org #2360532 (CK) & #10964266 (HAGNi),(S (NP (PRP I)) (VP (VBP have) (S (VP (TO to) (VP (VB help))))) (. .)),1,simple
205,I like lasagna.,CC-BY 2.0 (France) Attribution: tatoeba.org #4144869 (Hybrid) & #366009 (hayabusa_future),(S (NP (PRP I)) (VP (VBP like) (NP (NN lasagna))) (. .)),1,simple
206,I like lettuce.,CC-BY 2.0 (France) Attribution: tatoeba.org #6922551 (CK) & #11858140 (Pacific),(S (NP (PRP I)) (VP (VBP like) (NP (NN lettuce))) (. .)),1,simple
207,I like noodles.,CC-BY 2.0 (France) Attribution: tatoeba.org #2807657 (Hybrid) & #10976226 (HAGNi),(S (NP (PRP I)) (VP (VBP like) (NP (NNS noodles))) (. .)),1,simple
208,I like rabbits.,CC-BY 2.0 (France) Attribution: tatoeba.org #12259779 (sundown) & #12260156 (Pacific),(S (NP (PRP I)) (VP (VBP like) (NP (NNS rabbits))) (. .)),1,simple
209,I like sausage.,CC-BY 2.0 (France) Attribution: tatoeba.org #6925137 (CK) & #12419116 (HAGNi),(S (NP (PRP I)) (VP (VBP like) (NP (NN sausage))) (. .)),1,simple
210,I like singing.,CC-BY 2.0 (France) Attribution: tatoeba.org #256533 (CK) & #8864689 (HAGNi),(S (NP (PRP I)) (VP (VBP like) (S (VP (VBG singing)))) (. .)),1,simple
211,I like surfing.,CC-BY 2.0 (France) Attribution: tatoeba.org #5851901 (CK) & #10063953 (HAGNi),(S (NP (PRP I)) (VP (VBP like) (NP (NN surfing))) (. .)),1,simple
212,I like to sing.,CC-BY 2.0 (France) Attribution: tatoeba.org #256531 (CK) & #11739069 (Pacific),(S (NP (PRP I)) (VP (VBP like) (S (VP (TO to) (VP (VB sing))))) (. .)),2,simple
213,I need a stamp.,CC-BY 2.0 (France) Attribution: tatoeba.org #735080 (Darkmaster) & #4587382 (Bilmanda),(S (NP (PRP I)) (VP (VBP need) (NP (DT a) (NN stamp))) (. .)),1,simple
214,I sat in front.,CC-BY 2.0 (France) Attribution: tatoeba.org #10169616 (ddnktr) & #13077888 (Pacific),(S (NP (PRP I)) (VP (VBD sat) (PP (IN in) (NP (NN front)))) (. .)),2,simple
215,I turned right.,CC-BY 2.0 (France) Attribution: tatoeba.org #258392 (CK) & #4642760 (dbahasa),(S (NP (PRP I)) (VP (VBD turned) (ADVP (JJ right))) (. .)),1,simple
216,I want a puppy.,CC-BY 2.0 (France) Attribution: tatoeba.org #1183894 (Scott) & #4290276 (Bilmanda),(S (NP (PRP I)) (VP (VBP want) (NP (DT a) (NN puppy))) (. .)),1,simple
217,I want to live.,CC-BY 2.0 (France) Attribution: tatoeba.org #261906 (CK) & #12747710 (HAGNi),(S (NP (PRP I)) (VP (VBP want) (S (VP (TO to) (VP (VB live))))) (. .)),1,simple
218,I want to play.,CC-BY 2.0 (France) Attribution: tatoeba.org #2011294 (CK) & #3369182 (dbahasa),(S (NP (PRP I)) (VP (VBP want) (S (VP (TO to) (VP (VB play))))) (. .)),1,simple
219,I'm a free man.,CC-BY 2.0 (France) Attribution: tatoeba.org #25504 (CK) & #4321257 (Bilmanda),(S (NP (PRP I)) (VP (VBP 'm) (NP (DT a) (JJ free) (NN man))) (. .)),1,simple
220,I'm not a baby.,CC-BY 2.0 (France) Attribution: tatoeba.org #2549638 (CK) & #3478828 (lewis),(S (NP (PRP I)) (VP (VBP 'm) (RB not) (NP (DT a) (NN baby))) (. .)),1,simple
221,I'm sick of it.,CC-BY 2.0 (France) Attribution: tatoeba.org #3185553 (CK) & #4691739 (Bilmanda),(S (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ sick) (PP (IN of) (NP (PRP it))))) (. .)),1,simple
222,I've moved out.,CC-BY 2.0 (France) Attribution: tatoeba.org #2248408 (CK) & #4184320 (Bilmanda),(S (NP (PRP I)) (VP (VBP 've) (VP (VBN moved) (ADVP (RP out)))) (. .)),1,simple
223,Is that a wolf?,CC-BY 2.0 (France) Attribution: tatoeba.org #6005627 (mailohilohi) & #12575378 (HAGNi),(SQ (VBZ Is) (NP (DT that)) (NP (DT a) (NN wolf)) (. ?)),1,simple
224,Is this a hoax?,CC-BY 2.0 (France) Attribution: tatoeba.org #4397624 (CK) & #11962094 (Pacific),(SQ (VBZ Is) (NP (DT this)) (NP (DT a) (NN hoax)) (. ?)),1,simple
225,Is this a hoax?,CC-BY 2.0 (France) Attribution: tatoeba.org #4397624 (CK) & #13229056 (Arnoldus),(SQ (VBZ Is) (NP (DT this)) (NP (DT a) (NN hoax)) (. ?)),1,simple
226,It isn't a toy.,CC-BY 2.0 (France) Attribution: tatoeba.org #7198737 (CK) & #11980478 (Pacific),(S (NP (PRP It)) (VP (VBZ is) (RB n't) (NP (DT a) (NN toy))) (. .)),1,simple
227,It's OK to cry.,CC-BY 2.0 (France) Attribution: tatoeba.org #3825511 (CK) & #9666080 (HAGNi),(S (NP (NP (PRP It))) (VP (VBZ 's) (ADJP (JJ OK)) (S (VP (TO to) (VP (VB cry))))) (. .)),1,simple
228,It's not a toy.,CC-BY 2.0 (France) Attribution: tatoeba.org #6846745 (Hybrid) & #11980478 (Pacific),(S (NP (PRP It)) (VP (VBZ 's) (RB not) (NP (DT a) (NN toy))) (. .)),1,simple
229,It's up to you.,CC-BY 2.0 (France) Attribution: tatoeba.org #237713 (CK) & #4323196 (Bilmanda),(S (NP (PRP It)) (VP (VBZ 's) (PP (IN up) (PP (IN to) (NP (PRP you))))) (. .)),2,simple
230,Just go for it.,CC-BY 2.0 (France) Attribution: tatoeba.org #2481262 (Hybrid) & #11475095 (Pacific),(S (ADVP (RB Just)) (VP (VB go) (PP (IN for) (NP (PRP it)))) (. .)),1,simple
231,Leave it to me.,CC-BY 2.0 (France) Attribution: tatoeba.org #321442 (CK) & #4321260 (Bilmanda),(S (VP (VB Leave) (NP (PRP it)) (PP (IN to) (NP (PRP me)))) (. .)),1,simple
232,Leave it to me.,CC-BY 2.0 (France) Attribution: tatoeba.org #321442 (CK) & #8558427 (Jepang),(S (VP (VB Leave) (NP (PRP it)) (PP (IN to) (NP (PRP me)))) (. .)),1,simple
233,Please come in.,CC-BY 2.0 (France) Attribution: tatoeba.org #435705 (CK) & #4392802 (Bilmanda),(S (RB Please) (VP (VB come) (PRT (RP in))) (. .)),1,simple
234,She's a beauty.,CC-BY 2.0 (France) Attribution: tatoeba.org #680343 (Source_VOA) & #7846449 (Bilmanda),(S (NP (PRP She)) (VP (VBZ 's) (NP (DT a) (NN beauty))) (. .)),1,simple
235,Sit down there.,CC-BY 2.0 (France) Attribution: tatoeba.org #2249969 (CK) & #3374983 (dbahasa),(S (VP (VB Sit) (ADVP (RB down) (RB there))) (. .)),1,simple
236,Thanks a bunch.,CC-BY 2.0 (France) Attribution: tatoeba.org #4381595 (CM) & #3363322 (dbahasa),(NP (NNS Thanks) (NP (DT a) (NN bunch)) (. .)),1,simple
237,Thanks a bunch.,CC-BY 2.0 (France) Attribution: tatoeba.org #4381595 (CM) & #4701325 (Bilmanda),(NP (NNS Thanks) (NP (DT a) (NN bunch)) (. .)),1,simple
238,That was a lie.,CC-BY 2.0 (France) Attribution: tatoeba.org #426398 (CM) & #4726782 (Bilmanda),(S (NP (DT That)) (VP (VBD was) (NP (DT a) (NN lie))) (. .)),1,simple
239,That was close.,CC-BY 2.0 (France) Attribution: tatoeba.org #1386862 (Spamster) & #4390166 (Bilmanda),(S (NP (DT That)) (VP (VBD was) (ADJP (JJ close))) (. .)),1,simple
240,That's a mouse.,CC-BY 2.0 (France) Attribution: tatoeba.org #12447705 (ddnktr) & #12752345 (Pacific),(S (NP (DT That)) (VP (VBZ 's) (NP (DT a) (NN mouse))) (. .)),1,simple
241,That's a no-no.,CC-BY 2.0 (France) Attribution: tatoeba.org #8914559 (CK) & #12581746 (ffooll),(S (NP (DT That)) (VP (VBZ 's) (NP (DT a) (NN no) (HYPH -) (NN no))) (. .)),1,simple
242,That's a tower.,CC-BY 2.0 (France) Attribution: tatoeba.org #593267 (CK) & #12041807 (HAGNi),(S (NP (DT That)) (VP (VBZ 's) (NP (DT a) (NN tower))) (. .)),1,simple
243,There is a cat.,CC-BY 2.0 (France) Attribution: tatoeba.org #35821 (CK) & #3871955 (orion17),(S (NP (EX There)) (VP (VBZ is) (NP (DT a) (NN cat))) (. .)),1,simple
244,There is a cat.,CC-BY 2.0 (France) Attribution: tatoeba.org #35821 (CK) & #3871956 (orion17),(S (NP (EX There)) (VP (VBZ is) (NP (DT a) (NN cat))) (. .)),1,simple
245,There's a fish.,CC-BY 2.0 (France) Attribution: tatoeba.org #9668331 (DJ_Saidez) & #12833674 (HAGNi),(S (NP (EX There)) (VP (VBZ 's) (NP (DT a) (NN fish))) (. .)),1,simple
246,This is a bear.,CC-BY 2.0 (France) Attribution: tatoeba.org #9325414 (shekitten) & #11127448 (HAGNi),(S (NP (DT This)) (VP (VBZ is) (NP (DT a) (NN bear))) (. .)),1,simple
247,This is a bear.,CC-BY 2.0 (France) Attribution: tatoeba.org #9325414 (shekitten) & #11127449 (HAGNi),(S (NP (DT This)) (VP (VBZ is) (NP (DT a) (NN bear))) (. .)),1,simple
248,This is a crab.,CC-BY 2.0 (France) Attribution: tatoeba.org #12268570 (Miktsoanit) & #12273493 (Pacific),(S (NP (DT This)) (VP (VBZ is) (NP (DT a) (NN crab))) (. .)),1,simple
249,This is a joke.,CC-BY 2.0 (France) Attribution: tatoeba.org #1898115 (CK) & #7846593 (Bilmanda),(S (NP (DT This)) (VP (VBZ is) (NP (DT a) (NN joke))) (. .)),1,simple
250,Time to get up.,CC-BY 2.0 (France) Attribution: tatoeba.org #20090 (CM) & #5032686 (Bilmanda),(NP (NP (NN Time)) (SBAR (S (VP (TO to) (VP (VB get) (ADVP (RP up)))))) (. .)),2,complex
251,Tom is a minor.,CC-BY 2.0 (France) Attribution: tatoeba.org #2649098 (CK) & #12177262 (Pacific),(S (NP (NNP Tom)) (VP (VBZ is) (NP (DT a) (NN minor))) (. .)),1,simple
252,Tom is a pilot.,CC-BY 2.0 (France) Attribution: tatoeba.org #2272845 (CK) & #11449068 (Pacific),(S (NP (NNP Tom)) (VP (VBZ is) (NP (DT a) (NN pilot))) (. .)),1,simple
253,Tom is a rabbi.,CC-BY 2.0 (France) Attribution: tatoeba.org #1494868 (Spamster) & #10120936 (HAGNi),(S (NP (NNP Tom)) (VP (VBZ is) (NP (DT a) (NN rabbi))) (. .)),1,simple
254,Tom is at home.,CC-BY 2.0 (France) Attribution: tatoeba.org #2273024 (CK) & #4454961 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ is) (PP (IN at) (NP (NN home)))) (. .)),1,simple
255,Tom passed out.,CC-BY 2.0 (France) Attribution: tatoeba.org #1867998 (CK) & #5868242 (Bilmanda),(S (NP (NNP Tom)) (VP (VBD passed) (PRT (RP out))) (. .)),1,simple
256,Tom saw a wolf.,CC-BY 2.0 (France) Attribution: tatoeba.org #8588859 (CK) & #10106971 (HAGNi),(S (NP (NNP Tom)) (VP (VBD saw) (NP (DT a) (NN wolf))) (. .)),1,simple
257,Was it a dream?,CC-BY 2.0 (France) Attribution: tatoeba.org #1556970 (brymck) & #4079916 (Bilmanda),(SQ (VBD Was) (NP (PRP it)) (NP (DT a) (NN dream)) (. ?)),1,simple
258,Wash your face.,CC-BY 2.0 (France) Attribution: tatoeba.org #20754 (CK) & #11474999 (Pacific),(S (VP (VB Wash) (NP (PRP$ your) (NN face))) (. .)),1,simple
259,We eat at home.,CC-BY 2.0 (France) Attribution: tatoeba.org #3350504 (CK) & #11473657 (Pacific),(S (NP (PRP We)) (VP (VBP eat) (PP (IN at) (NP (NN home)))) (. .)),1,simple
260,We made a deal.,CC-BY 2.0 (France) Attribution: tatoeba.org #3070262 (Hybrid) & #4219610 (Bilmanda),(S (NP (PRP We)) (VP (VBD made) (NP (DT a) (NN deal))) (. .)),1,simple
261,What about Tom?,CC-BY 2.0 (France) Attribution: tatoeba.org #2735056 (Hybrid) & #8891885 (HAGNi),(SBARQ (WHNP (WP What)) (PP (IN about) (NP (NNP Tom))) (. ?)),1,simple
262,"Yes, of course.",CC-BY 2.0 (France) Attribution: tatoeba.org #30530 (Zifre) & #11259938 (Pacific),"(FRAG (INTJ (UH Yes)) (, ,) (ADVP (RB of) (RB course)) (. .))",1,simple
263,"Yes, of course.",CC-BY 2.0 (France) Attribution: tatoeba.org #30530 (Zifre) & #11259939 (Pacific),"(FRAG (INTJ (UH Yes)) (, ,) (ADVP (RB of) (RB course)) (. .))",1,simple
264,You have to go.,CC-BY 2.0 (France) Attribution: tatoeba.org #16159 (xtofu80) & #3804837 (orion17),(S (NP (PRP You)) (VP (VBP have) (S (VP (TO to) (VP (VB go))))) (. .)),1,simple
265,You're a drunk.,CC-BY 2.0 (France) Attribution: tatoeba.org #5907655 (OsoHombre) & #12314618 (HAGNi),(S (NP (PRP You)) (VP (VBP 're) (NP (DT a) (JJ drunk))) (. .)),1,simple
266,Are you at home?,CC-BY 2.0 (France) Attribution: tatoeba.org #405500 (CK) & #4329157 (Bilmanda),(SQ (VBP Are) (NP (PRP you)) (PP (IN at) (NP (NN home))) (. ?)),1,simple
267,Are you in love?,CC-BY 2.0 (France) Attribution: tatoeba.org #2549573 (CK) & #5844850 (Bilmanda),(SQ (VBP Are) (NP (PRP you)) (PP (IN in) (NP (NN love))) (. ?)),1,simple
268,Ask Tom to come.,CC-BY 2.0 (France) Attribution: tatoeba.org #9842443 (CK) & #12543419 (HAGNi),(S (VP (VB Ask) (NP (NNP Tom)) (S (VP (TO to) (VP (VB come))))) (. .)),1,simple
269,Close that door.,CC-BY 2.0 (France) Attribution: tatoeba.org #2245181 (CK) & #4695244 (Bilmanda),(S (VP (VB Close) (NP (DT that) (NN door))) (. .)),1,simple
270,Close your book.,CC-BY 2.0 (France) Attribution: tatoeba.org #526658 (kroko) & #11171998 (Pacific),(S (VP (VB Close) (NP (PRP$ your) (NN book))) (. .)),1,simple
271,Do you like rap?,CC-BY 2.0 (France) Attribution: tatoeba.org #2310 (CK) & #11259787 (Pacific),(SQ (VBP Do) (NP (PRP you)) (VP (VB like) (NP (NN rap))) (. ?)),1,simple
272,Don't lie to me.,CC-BY 2.0 (France) Attribution: tatoeba.org #452256 (enwilson) & #12060306 (Pacific),(S (VP (VBP Do) (RB n't) (VP (VB lie) (PP (IN to) (NP (PRP me))))) (. .)),1,simple
